EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,JobSatisfaction,WorkLifeBalance,JobInvolvement,TenureCategory,SalaryCategory
416,34,1,Frequently,Sales,6,2,Marketing,F,"Sales Representative",D,2351,0,0,3,2,3,2,1,Short-Term,Low
417,38,0,Frequently,"Research & Development",2,2,"Life Sciences",M,"Laboratory Technician",M,1702,1,1,1,1,4,3,3,Short-Term,Low
418,40,0,Rarely,Sales,2,4,"Life Sciences",F,Manager,M,18041,0,0,21,20,3,3,3,Long-Term,High
419,26,0,Rarely,"Research & Development",23,3,"Life Sciences",F,"Research Scientist",D,2886,1,0,3,3,4,1,3,Medium-Term,Low
420,30,0,"No Travel","Research & Development",3,3,"Life Sciences",M,"Laboratory Technician",M,2097,4,0,9,5,4,1,3,Medium-Term,Low
421,29,0,Rarely,"Research & Development",3,4,Medical,M,"Research Director",M,11935,1,0,10,10,3,3,2,Long-Term,High
422,29,1,Rarely,"Research & Development",25,5,"Technical Degree",F,"Research Scientist",M,2546,5,0,6,2,2,4,2,Short-Term,Low
423,19,1,Rarely,"Human Resources",2,2,"Technical Degree",M,"Human Resources",S,2564,1,0,1,1,4,4,2,Short-Term,Low
424,30,0,"No Travel",Sales,22,4,Other,F,"Sales Executive",M,8412,0,0,10,9,1,3,3,Long-Term,High
425,57,0,Rarely,Sales,29,3,Marketing,M,Manager,D,14118,3,0,32,1,4,2,2,Short-Term,High
426,50,0,Rarely,"Research & Development",29,4,"Life Sciences",M,Manager,M,17046,0,0,28,27,3,3,2,Long-Term,High
427,30,0,"No Travel","Research & Development",2,3,Medical,F,"Laboratory Technician",S,2564,0,0,12,11,4,2,3,Long-Term,Low
428,60,0,Frequently,Sales,28,3,Marketing,F,"Sales Executive",M,10266,4,0,22,18,1,4,2,Long-Term,High
429,47,0,Rarely,"Research & Development",2,2,Medical,F,"Manufacturing Director",D,5070,5,0,20,5,4,3,3,Medium-Term,Medium
430,46,0,Rarely,"Research & Development",2,3,"Life Sciences",M,"Research Director",M,17861,6,0,26,3,3,1,3,Medium-Term,High
431,35,0,Rarely,"Research & Development",22,3,"Life Sciences",M,"Laboratory Technician",S,4230,0,0,6,5,3,3,1,Medium-Term,Medium
432,54,0,Rarely,"Research & Development",8,4,"Life Sciences",F,"Laboratory Technician",S,3780,7,0,19,1,3,3,3,Short-Term,Medium
433,34,0,Rarely,"Research & Development",2,4,"Life Sciences",M,"Research Scientist",D,2768,3,0,14,7,3,3,2,Medium-Term,Low
434,46,0,Rarely,Sales,10,3,Marketing,F,"Sales Executive",M,9071,2,1,15,3,4,3,2,Medium-Term,High
435,31,0,Rarely,"Research & Development",9,1,"Life Sciences",M,"Manufacturing Director",D,10648,1,0,13,13,2,4,3,Long-Term,High
436,33,1,Rarely,"Research & Development",15,1,Medical,M,Manager,M,13610,7,1,15,7,3,4,3,Medium-Term,High
437,33,1,Rarely,"Research & Development",10,1,Medical,M,"Laboratory Technician",D,3408,7,0,8,4,4,3,1,Medium-Term,Medium
438,30,0,Rarely,Sales,7,1,Marketing,M,"Sales Representative",S,2983,0,0,4,3,2,3,3,Medium-Term,Low
439,35,0,Rarely,"Research & Development",16,3,"Life Sciences",M,"Healthcare Representative",M,7632,4,1,10,8,3,3,3,Long-Term,Medium
440,31,1,Frequently,"Research & Development",20,3,"Life Sciences",M,"Healthcare Representative",M,9824,3,0,12,1,3,3,3,Short-Term,High
441,34,1,Frequently,"Human Resources",23,3,"Human Resources",F,"Human Resources",D,9950,9,1,11,3,1,3,3,Medium-Term,High
442,42,0,Frequently,"Research & Development",5,2,Other,M,"Laboratory Technician",M,2093,4,0,8,2,3,3,3,Short-Term,Low
443,36,0,"No Travel",Sales,10,4,Medical,M,"Sales Executive",S,9980,1,0,10,10,4,2,3,Long-Term,High
444,22,1,Frequently,"Research & Development",4,1,"Technical Degree",M,"Laboratory Technician",S,3894,5,0,4,2,3,3,2,Short-Term,Medium
445,48,0,Rarely,Sales,2,5,Marketing,F,"Sales Executive",M,4051,2,0,14,9,4,3,3,Long-Term,Medium
446,55,0,Rarely,Sales,18,5,"Life Sciences",F,Manager,S,16835,3,0,37,10,2,3,3,Long-Term,High
447,41,0,"No Travel",Sales,10,2,"Life Sciences",M,"Sales Executive",S,6230,7,0,16,14,4,3,3,Long-Term,Medium
448,35,0,Rarely,Sales,1,3,Marketing,M,"Sales Executive",M,4717,9,0,15,11,3,3,3,Long-Term,Medium
449,40,0,Rarely,"Research & Development",6,3,"Life Sciences",F,"Manufacturing Director",S,13237,7,0,22,20,3,3,3,Long-Term,High
450,39,0,Frequently,"Research & Development",8,1,"Life Sciences",F,"Laboratory Technician",M,3755,1,0,8,8,3,3,3,Long-Term,Medium
451,31,0,Rarely,Sales,2,1,"Life Sciences",M,"Sales Executive",S,6582,4,1,10,6,4,4,3,Medium-Term,Medium
452,42,0,Rarely,"Research & Development",24,3,Medical,M,"Manufacturing Director",M,7406,1,1,10,10,1,2,3,Long-Term,Medium
453,45,0,Rarely,Sales,2,3,Other,M,"Sales Executive",M,4805,0,0,9,8,2,4,3,Long-Term,Medium
454,26,1,Frequently,"Human Resources",17,4,"Life Sciences",F,"Human Resources",D,2741,0,1,8,7,3,2,3,Medium-Term,Low
455,29,0,Rarely,"Research & Development",19,3,"Technical Degree",M,"Manufacturing Director",D,4262,4,0,8,3,4,4,3,Medium-Term,Medium
456,33,0,Rarely,"Research & Development",1,5,Medical,F,"Research Director",D,16184,4,0,10,6,3,3,4,Medium-Term,High
457,31,0,Rarely,Sales,7,3,"Life Sciences",M,Manager,D,11557,9,0,10,5,4,2,2,Medium-Term,High
458,18,1,Frequently,Sales,5,3,Marketing,M,"Sales Representative",S,1878,1,1,0,0,2,3,3,Short-Term,Low
459,40,0,"No Travel",Sales,28,3,Other,M,"Sales Executive",D,10932,3,0,20,1,1,3,1,Short-Term,High
460,41,0,"No Travel","Research & Development",2,4,Other,F,"Healthcare Representative",S,6811,2,1,10,8,3,3,2,Long-Term,Medium
461,26,0,Rarely,Sales,29,2,Medical,M,"Sales Executive",D,4306,5,0,8,0,3,3,3,Short-Term,Medium
462,35,0,Rarely,Sales,1,3,Medical,F,"Sales Executive",S,4859,1,0,5,5,3,3,3,Medium-Term,Medium
463,34,0,Rarely,Sales,21,4,"Life Sciences",M,"Sales Executive",S,5337,1,0,10,10,4,3,4,Long-Term,Medium
464,26,1,Rarely,"Research & Development",24,3,"Technical Degree",M,"Laboratory Technician",S,2340,1,1,1,1,4,1,1,Short-Term,Low
465,37,0,Rarely,"Research & Development",1,3,"Technical Degree",F,"Manufacturing Director",S,7491,4,0,12,6,4,4,3,Medium-Term,Medium
466,46,0,Frequently,"Research & Development",18,1,Medical,F,"Healthcare Representative",M,10527,5,0,28,2,3,2,3,Short-Term,High
467,41,0,Rarely,Sales,2,5,"Life Sciences",F,Manager,M,16595,7,0,22,18,1,3,3,Long-Term,High
468,37,0,"No Travel",Sales,9,4,Medical,M,"Sales Executive",D,8834,1,0,9,9,2,3,3,Long-Term,High
469,52,0,Rarely,"Research & Development",6,2,"Technical Degree",M,"Research Scientist",D,5577,3,1,18,10,1,3,3,Long-Term,Medium
470,32,1,"No Travel",Sales,11,4,Other,M,"Sales Executive",M,4707,8,0,6,4,3,3,4,Medium-Term,Medium
471,24,0,Frequently,Sales,24,3,Medical,M,"Sales Representative",M,2400,0,0,3,2,4,3,3,Short-Term,Low
472,38,0,Rarely,"Research & Development",10,3,Medical,F,"Healthcare Representative",M,9824,3,0,18,1,3,3,3,Short-Term,High
473,37,0,Rarely,"Research & Development",1,4,"Life Sciences",F,"Manufacturing Director",M,6447,6,0,8,6,2,2,3,Medium-Term,Medium
474,49,0,Rarely,"Research & Development",18,4,"Life Sciences",M,"Research Director",D,19502,1,1,31,31,3,3,2,Long-Term,High
475,24,0,Rarely,"Research & Development",23,3,Medical,M,"Research Scientist",M,2725,1,1,6,6,4,3,4,Medium-Term,Low
476,26,0,Rarely,Sales,28,2,Marketing,M,"Sales Executive",M,6272,1,0,6,5,2,4,3,Medium-Term,Medium
477,24,0,Rarely,"Research & Development",17,2,Other,M,"Laboratory Technician",M,2127,1,0,1,1,2,3,2,Short-Term,Low
478,50,0,Frequently,"Human Resources",3,3,Medical,M,Manager,M,18200,1,0,32,32,2,3,3,Long-Term,High
479,25,0,Rarely,Sales,13,1,Medical,M,"Sales Representative",M,2096,1,0,7,7,3,3,3,Medium-Term,Low
480,24,1,Frequently,"Research & Development",7,3,"Life Sciences",F,"Laboratory Technician",M,2886,1,1,6,6,3,3,3,Medium-Term,Low
481,30,1,Frequently,Sales,12,4,"Life Sciences",M,"Sales Representative",M,2033,1,0,1,1,1,4,2,Short-Term,Low
482,34,0,Rarely,"Research & Development",1,2,"Life Sciences",M,"Research Scientist",M,3622,1,1,6,6,4,3,2,Medium-Term,Medium
483,31,1,Rarely,Sales,13,4,Medical,M,"Sales Executive",D,4233,2,0,9,3,1,1,3,Medium-Term,Medium
484,35,0,Rarely,"Research & Development",25,2,Other,M,"Laboratory Technician",S,3681,4,0,9,3,4,3,2,Medium-Term,Medium
485,31,0,Rarely,Sales,6,4,Medical,M,"Sales Executive",D,5460,4,0,13,7,4,4,4,Medium-Term,Medium
486,27,0,Rarely,"Research & Development",6,4,Medical,F,"Research Scientist",D,2187,0,0,6,5,3,2,2,Medium-Term,Low
487,37,0,Rarely,Sales,2,3,Marketing,M,"Sales Executive",M,9602,4,1,17,3,3,2,3,Medium-Term,High
488,20,0,Rarely,"Research & Development",1,3,"Life Sciences",F,"Research Scientist",S,2836,1,0,1,1,2,4,2,Short-Term,Low
489,42,0,Rarely,"Research & Development",2,4,"Life Sciences",F,"Healthcare Representative",M,4089,1,0,10,10,4,3,3,Long-Term,Medium
490,43,0,Rarely,"Research & Development",6,4,Other,M,"Research Director",D,16627,4,1,21,1,4,2,2,Short-Term,High
491,38,0,Rarely,"Research & Development",1,1,"Life Sciences",F,"Research Scientist",S,2619,3,0,8,0,1,2,3,Short-Term,Low
492,43,0,Frequently,"Research & Development",9,5,Medical,M,"Laboratory Technician",D,5679,3,1,10,8,3,3,3,Long-Term,Medium
493,48,0,Rarely,"Research & Development",1,4,"Life Sciences",F,Manager,M,15402,7,0,21,3,1,1,2,Medium-Term,High
494,44,0,Rarely,"Human Resources",1,4,"Life Sciences",F,"Human Resources",S,5985,4,0,10,2,3,4,2,Short-Term,Medium
495,34,0,Rarely,Sales,14,3,"Technical Degree",F,"Sales Representative",D,2579,1,1,8,8,3,3,3,Long-Term,Low
496,27,1,Rarely,Sales,2,1,Marketing,M,"Sales Representative",D,3041,0,0,5,4,1,3,3,Medium-Term,Medium
497,21,0,Rarely,Sales,22,1,"Technical Degree",M,"Sales Representative",S,3447,1,0,3,3,3,3,3,Medium-Term,Medium
498,44,0,Rarely,"Research & Development",3,4,Other,M,Manager,M,19509,4,1,26,2,4,4,3,Short-Term,High
499,22,0,Rarely,"Research & Development",6,1,Medical,M,"Research Scientist",M,2773,0,0,3,2,3,3,3,Short-Term,Low
500,33,0,Rarely,Sales,8,4,Marketing,M,"Sales Executive",D,7104,0,0,6,5,3,3,3,Medium-Term,Medium
501,32,0,Rarely,"Research & Development",9,4,"Life Sciences",F,"Research Scientist",M,6322,1,1,6,6,4,2,3,Medium-Term,Medium
502,30,0,Frequently,"Research & Development",3,3,Medical,F,"Research Scientist",D,2083,1,0,1,1,3,3,3,Short-Term,Low
503,53,0,Rarely,Sales,1,1,Medical,F,"Sales Executive",S,8381,7,0,18,14,1,4,3,Long-Term,High
504,34,0,Rarely,"Research & Development",1,5,"Life Sciences",M,"Research Scientist",M,2691,1,0,10,10,4,2,3,Long-Term,Low
505,45,1,Frequently,Sales,26,4,"Life Sciences",F,"Sales Executive",M,4286,2,0,5,1,1,3,3,Short-Term,Medium
506,26,0,Rarely,"Research & Development",6,3,"Life Sciences",F,"Laboratory Technician",M,2659,1,1,3,3,4,3,3,Medium-Term,Low
507,37,0,Rarely,"Research & Development",3,3,Other,M,"Manufacturing Director",M,9434,1,0,10,10,3,3,3,Long-Term,High
508,29,0,Rarely,Sales,3,2,Medical,F,"Sales Executive",M,5561,1,0,6,6,3,2,3,Medium-Term,Medium
509,35,0,Rarely,"Research & Development",6,4,"Life Sciences",M,"Research Scientist",S,6646,1,0,17,17,4,3,1,Long-Term,Medium
510,33,0,Frequently,"Research & Development",6,3,"Life Sciences",M,"Healthcare Representative",D,7725,3,0,15,13,4,1,3,Long-Term,Medium
511,54,0,Rarely,"Human Resources",19,4,Medical,M,"Human Resources",M,10725,2,0,16,9,2,4,3,Long-Term,High
512,36,0,Rarely,"Research & Development",9,2,Medical,M,"Manufacturing Director",D,8847,2,1,13,3,2,3,2,Medium-Term,High
513,27,0,Rarely,"Research & Development",3,4,Medical,M,"Research Scientist",S,2045,0,0,5,4,4,3,2,Medium-Term,Low
514,20,1,Rarely,"Research & Development",10,1,Medical,M,"Research Scientist",S,1009,1,1,1,1,3,3,3,Short-Term,Low
515,33,1,Frequently,"Research & Development",3,3,"Life Sciences",M,"Research Scientist",S,3348,1,1,10,10,1,3,3,Long-Term,Medium
516,35,0,"No Travel","Research & Development",3,3,"Life Sciences",M,"Laboratory Technician",M,1281,1,0,1,1,3,3,2,Short-Term,Low
517,23,0,Rarely,"Research & Development",4,3,Medical,M,"Research Scientist",M,2819,2,0,5,3,1,4,4,Medium-Term,Low
518,25,0,Rarely,Sales,8,3,"Life Sciences",M,"Sales Executive",M,4851,0,0,4,3,2,3,4,Medium-Term,Medium
519,38,0,Rarely,Sales,7,4,Marketing,F,"Sales Executive",S,4028,0,0,8,7,4,3,2,Medium-Term,Medium
520,29,0,Frequently,"Research & Development",1,4,"Life Sciences",M,"Research Scientist",D,2720,1,0,10,10,4,3,1,Long-Term,Low
521,48,0,Rarely,Sales,2,1,Marketing,M,"Sales Executive",M,8120,3,0,12,2,2,3,4,Short-Term,High
522,27,0,Frequently,Sales,3,1,Medical,F,"Sales Executive",D,4647,1,1,6,6,4,3,4,Medium-Term,Medium
523,37,0,Rarely,"Research & Development",10,2,"Life Sciences",M,"Research Scientist",S,4680,3,0,4,1,4,3,4,Short-Term,Medium
524,50,0,Rarely,"Research & Development",28,1,Medical,M,"Laboratory Technician",M,3221,1,1,20,20,3,3,4,Long-Term,Medium
525,34,0,Rarely,"Research & Development",9,3,Medical,F,"Healthcare Representative",S,8621,1,0,9,8,2,4,2,Long-Term,High
526,24,1,Rarely,Sales,3,2,"Life Sciences",F,"Sales Executive",S,4577,9,0,4,2,3,3,3,Short-Term,Medium
527,39,0,Rarely,"Research & Development",2,4,"Technical Degree",F,"Healthcare Representative",S,4553,1,0,20,20,3,3,2,Long-Term,Medium
528,32,0,Rarely,Sales,10,3,Marketing,M,"Sales Executive",S,5396,1,0,10,10,4,2,3,Long-Term,Medium
529,50,1,Frequently,Sales,8,2,"Technical Degree",M,"Sales Executive",M,6796,3,1,18,4,3,3,3,Medium-Term,Medium
530,38,0,Rarely,"Research & Development",1,4,"Life Sciences",F,"Healthcare Representative",S,7625,0,0,10,9,4,2,4,Long-Term,Medium
531,27,0,Rarely,"Research & Development",1,2,"Life Sciences",F,"Manufacturing Director",M,7412,1,0,9,9,1,3,3,Long-Term,Medium
532,32,0,Rarely,"Research & Development",3,2,"Life Sciences",F,"Research Director",S,11159,3,0,10,7,4,3,3,Medium-Term,High
533,47,0,Rarely,Sales,14,4,Marketing,M,"Sales Executive",S,4960,2,0,20,7,1,3,3,Medium-Term,Medium
534,40,0,Frequently,Sales,5,4,"Life Sciences",M,"Sales Executive",M,10475,5,1,20,18,1,3,2,Long-Term,High
535,53,0,Rarely,"Research & Development",7,3,"Life Sciences",M,"Research Director",M,14814,3,0,32,5,3,3,4,Medium-Term,High
536,41,0,Rarely,"Human Resources",10,4,"Human Resources",M,Manager,D,19141,3,0,23,21,4,2,2,Long-Term,High
537,60,0,Rarely,Sales,16,4,Marketing,M,"Sales Executive",S,5405,8,0,10,2,1,3,3,Short-Term,Medium
538,27,0,Frequently,"Research & Development",10,2,"Life Sciences",M,"Manufacturing Director",D,8793,1,0,9,9,1,2,3,Long-Term,High
539,41,0,Rarely,"Human Resources",1,3,"Human Resources",M,Manager,M,19189,1,0,22,22,3,3,2,Long-Term,High
540,50,0,Rarely,Sales,8,4,Marketing,M,"Sales Representative",M,3875,7,0,4,2,2,3,3,Short-Term,Medium
541,28,1,Rarely,"Research & Development",1,2,"Life Sciences",F,"Research Scientist",S,2216,7,1,10,7,2,3,1,Medium-Term,Low
542,36,0,"No Travel","Research & Development",8,3,"Life Sciences",F,"Research Director",M,11713,9,0,10,8,1,3,4,Long-Term,High
543,38,0,Rarely,"Research & Development",1,3,"Life Sciences",F,"Manufacturing Director",S,7861,4,1,10,1,3,4,3,Short-Term,Medium
544,44,0,"No Travel","Research & Development",24,3,Medical,M,"Laboratory Technician",S,3708,2,0,9,5,3,3,1,Medium-Term,Medium
545,47,0,Frequently,Sales,3,3,Medical,F,"Sales Executive",D,13770,9,1,28,22,3,2,3,Long-Term,High
546,30,0,Rarely,Sales,27,5,Marketing,M,"Sales Executive",D,5304,7,0,10,8,4,2,3,Long-Term,Medium
547,29,0,Rarely,Sales,10,3,"Life Sciences",M,"Sales Representative",S,2642,1,0,1,1,3,3,3,Short-Term,Low
548,42,1,Frequently,"Research & Development",19,3,Medical,M,"Research Scientist",D,2759,6,1,7,2,3,3,4,Short-Term,Low
549,43,0,Frequently,Sales,15,3,"Life Sciences",M,"Sales Executive",M,6804,3,0,7,2,4,3,2,Short-Term,Medium
550,34,0,Rarely,"Research & Development",8,2,Medical,F,"Healthcare Representative",S,6142,3,0,10,5,3,3,3,Medium-Term,Medium
551,23,0,Rarely,"Research & Development",9,1,Medical,M,"Laboratory Technician",M,2500,1,0,5,4,1,4,3,Medium-Term,Low
552,39,0,Rarely,"Human Resources",3,3,"Human Resources",F,"Human Resources",M,6389,9,0,12,8,2,1,4,Long-Term,Medium
553,56,0,Rarely,"Research & Development",9,3,Medical,M,"Healthcare Representative",M,11103,7,0,30,10,4,2,3,Long-Term,High
554,40,0,Rarely,"Research & Development",2,1,Medical,F,"Research Scientist",S,2342,0,1,5,4,4,2,2,Medium-Term,Low
555,27,0,Rarely,"Research & Development",7,3,Medical,F,"Healthcare Representative",S,6811,8,0,9,7,1,1,2,Medium-Term,Medium
556,29,0,Rarely,Sales,10,3,Marketing,M,"Sales Representative",D,2297,1,0,2,2,2,3,3,Short-Term,Low
557,53,0,Rarely,"Research & Development",6,3,"Life Sciences",M,"Laboratory Technician",S,2450,2,0,19,2,4,3,3,Short-Term,Low
558,35,0,"No Travel","Research & Development",2,4,"Life Sciences",F,"Healthcare Representative",D,5093,2,0,16,1,1,4,3,Short-Term,Medium
559,32,0,Frequently,"Research & Development",24,4,"Life Sciences",M,"Laboratory Technician",M,5309,1,0,10,10,4,3,3,Long-Term,Medium
560,38,0,Rarely,"Research & Development",2,5,Medical,M,"Research Scientist",M,3057,6,1,6,1,3,1,3,Short-Term,Medium
561,34,0,Rarely,"Research & Development",8,5,"Life Sciences",F,"Manufacturing Director",D,5121,3,0,7,0,1,3,3,Short-Term,Medium
562,52,0,Rarely,Sales,3,4,Marketing,M,Manager,M,16856,1,0,34,34,1,4,2,Long-Term,High
563,33,1,Rarely,"Research & Development",1,4,Other,M,"Research Scientist",S,2686,1,1,10,10,4,2,3,Long-Term,Low
564,25,0,Rarely,Sales,26,1,Medical,F,"Sales Executive",S,6180,1,0,6,6,4,2,3,Medium-Term,Medium
565,45,0,Rarely,Sales,2,2,"Technical Degree",M,"Sales Representative",S,6632,0,0,9,8,3,3,1,Long-Term,Medium
566,23,0,Rarely,"Research & Development",10,1,Medical,M,"Research Scientist",S,3505,1,0,2,2,3,3,4,Short-Term,Medium
567,47,1,Frequently,Sales,27,2,"Life Sciences",F,"Sales Executive",S,6397,4,1,8,5,3,3,4,Medium-Term,Medium
568,34,0,Rarely,Sales,2,3,Other,M,"Sales Executive",S,6274,1,0,6,6,4,3,3,Medium-Term,Medium
569,55,1,Rarely,"Research & Development",2,3,Medical,M,Manager,M,19509,5,1,24,5,1,3,3,Medium-Term,High
570,36,0,"No Travel",Sales,8,4,"Life Sciences",M,"Sales Executive",S,7587,1,0,10,10,1,3,2,Long-Term,Medium
571,52,0,"No Travel","Research & Development",19,4,Medical,M,"Research Scientist",M,4258,0,0,5,4,4,3,3,Medium-Term,Medium
572,26,0,Frequently,"Research & Development",1,2,"Life Sciences",F,"Laboratory Technician",D,4364,3,0,5,2,4,3,1,Short-Term,Medium
573,29,0,Rarely,"Research & Development",27,3,Medical,F,"Healthcare Representative",M,4335,4,0,11,8,3,2,3,Long-Term,Medium
574,26,1,Rarely,Sales,8,3,"Technical Degree",M,"Sales Executive",S,5326,6,0,6,4,1,2,2,Medium-Term,Medium
575,34,0,Rarely,"Research & Development",1,4,"Life Sciences",F,"Research Scientist",S,3280,2,0,10,4,4,3,4,Medium-Term,Medium
576,54,0,Rarely,"Research & Development",19,4,Medical,F,"Manufacturing Director",D,5485,9,1,9,5,1,3,3,Medium-Term,Medium
577,27,0,Frequently,Sales,8,1,Marketing,M,"Sales Executive",M,4342,0,0,5,4,4,3,3,Medium-Term,Medium
578,37,0,Rarely,"Research & Development",10,1,"Life Sciences",F,"Research Scientist",D,2782,0,1,6,5,1,2,3,Medium-Term,Low
579,38,0,Frequently,"Research & Development",2,4,"Life Sciences",F,"Manufacturing Director",S,5980,6,1,17,15,1,3,4,Long-Term,Medium
580,34,0,Rarely,"Research & Development",2,4,Medical,F,"Research Scientist",S,4381,1,0,6,6,1,3,2,Medium-Term,Medium
581,35,0,Rarely,Sales,8,4,"Life Sciences",F,"Sales Representative",M,2572,1,0,3,3,4,2,3,Medium-Term,Low
582,30,0,Rarely,"Research & Development",1,3,"Life Sciences",M,"Laboratory Technician",M,3833,3,0,7,2,3,3,1,Short-Term,Medium
583,40,0,Frequently,"Research & Development",2,2,Medical,F,"Healthcare Representative",M,4244,1,0,8,8,2,3,4,Long-Term,Medium
584,34,0,Rarely,Sales,8,2,"Life Sciences",F,"Sales Executive",M,6500,5,0,6,3,1,3,3,Medium-Term,Medium
585,42,0,Frequently,"Research & Development",8,3,"Life Sciences",M,Manager,D,18430,1,0,24,24,4,2,3,Long-Term,High
586,23,1,Rarely,"Research & Development",6,3,"Life Sciences",M,"Laboratory Technician",M,1601,1,1,1,0,1,3,4,Short-Term,Low
587,24,0,"No Travel","Research & Development",9,3,"Life Sciences",M,"Laboratory Technician",D,2694,1,0,1,1,2,3,2,Short-Term,Low
588,52,0,Rarely,"Research & Development",11,4,"Life Sciences",F,"Laboratory Technician",M,3149,8,0,9,5,3,3,3,Medium-Term,Medium
589,50,0,Rarely,"Research & Development",2,3,Medical,M,"Research Director",M,17639,5,0,30,4,3,3,3,Medium-Term,High
590,29,1,Rarely,"Research & Development",1,2,"Life Sciences",F,"Laboratory Technician",M,2319,1,1,1,1,1,3,2,Short-Term,Low
591,33,0,Rarely,"Research & Development",7,3,Medical,M,"Research Director",M,11691,0,0,14,13,3,4,3,Long-Term,High
592,33,1,Rarely,Sales,16,3,Marketing,F,"Sales Executive",S,5324,5,0,6,3,1,3,3,Medium-Term,Medium
593,47,0,Rarely,"Research & Development",2,2,Other,F,Manager,M,16752,1,1,26,26,4,2,3,Long-Term,High
594,36,0,Rarely,"Research & Development",1,3,Other,F,"Manufacturing Director",M,5228,0,0,10,9,2,3,3,Long-Term,Medium
595,29,0,Rarely,"Research & Development",23,2,"Life Sciences",M,"Research Scientist",M,2700,1,0,10,10,3,3,4,Long-Term,Low
596,58,1,Rarely,"Research & Development",2,4,"Life Sciences",M,"Research Director",S,19246,7,1,40,31,2,3,3,Long-Term,High
597,35,0,Rarely,"Research & Development",1,4,"Life Sciences",F,"Research Scientist",S,2506,3,0,7,2,3,3,4,Short-Term,Low
598,42,0,Rarely,"Research & Development",1,2,"Life Sciences",F,"Manufacturing Director",M,6062,9,1,8,4,4,3,2,Medium-Term,Medium
599,28,1,Rarely,"Research & Development",2,4,Medical,M,"Research Scientist",S,4382,6,0,5,2,3,2,3,Short-Term,Medium
600,36,0,Rarely,"Human Resources",13,3,"Human Resources",M,"Human Resources",M,2143,4,0,8,5,2,3,3,Medium-Term,Low
601,32,0,Rarely,"Research & Development",4,3,"Life Sciences",F,"Manufacturing Director",M,6162,1,0,14,14,3,3,2,Long-Term,Medium
602,40,0,Frequently,"Research & Development",16,4,Medical,M,"Laboratory Technician",S,5094,6,0,10,1,3,3,2,Short-Term,Medium
603,30,0,Rarely,"Research & Development",2,3,Medical,F,"Manufacturing Director",S,6877,5,1,12,0,4,2,2,Short-Term,Medium
604,45,0,Rarely,"Research & Development",2,3,"Life Sciences",F,"Research Scientist",S,2274,1,0,1,1,3,3,2,Short-Term,Low
605,42,0,Rarely,"Research & Development",29,3,"Life Sciences",M,"Manufacturing Director",M,4434,1,0,10,9,2,2,3,Long-Term,Medium
606,38,0,Frequently,"Research & Development",12,3,"Life Sciences",M,"Healthcare Representative",D,6288,2,0,13,4,1,2,2,Medium-Term,Medium
607,34,0,Frequently,"Research & Development",16,4,"Life Sciences",F,"Research Scientist",S,2553,1,0,6,5,4,3,2,Medium-Term,Low
608,49,1,Rarely,Sales,11,3,Marketing,F,"Sales Executive",M,7654,1,0,9,9,4,4,3,Long-Term,Medium
609,55,1,Rarely,Sales,2,1,Medical,M,"Sales Executive",S,5160,4,0,12,9,4,2,3,Long-Term,Medium
610,43,0,Rarely,"Research & Development",14,2,"Life Sciences",M,"Research Director",M,17159,6,0,22,4,1,3,3,Medium-Term,High
611,27,0,Rarely,"Research & Development",5,1,"Technical Degree",M,"Research Director",D,12808,1,1,9,9,4,3,2,Long-Term,High
612,35,0,Rarely,"Research & Development",7,3,Other,M,"Manufacturing Director",S,10221,3,0,17,8,3,4,3,Long-Term,High
613,28,0,Rarely,Sales,2,4,Marketing,F,"Sales Executive",M,4779,1,1,8,8,2,3,3,Long-Term,Medium
614,34,0,Rarely,"Human Resources",3,2,"Human Resources",M,"Human Resources",M,3737,0,0,4,3,4,1,3,Medium-Term,Medium
615,26,1,Frequently,"Research & Development",5,2,Medical,F,"Research Scientist",M,2366,1,1,8,8,3,3,2,Long-Term,Low
616,27,0,"No Travel","Research & Development",3,3,Medical,M,"Research Scientist",M,1706,1,0,0,0,4,2,3,Short-Term,Low
617,51,0,Rarely,Sales,26,4,Marketing,F,Manager,M,16307,2,0,29,20,3,2,3,Long-Term,High
618,44,0,Rarely,"Research & Development",4,3,Medical,M,"Healthcare Representative",S,5933,9,0,10,5,2,2,3,Medium-Term,Medium
619,25,0,Rarely,"Research & Development",2,1,Medical,M,"Research Scientist",S,3424,7,0,6,4,1,2,4,Medium-Term,Medium
620,33,0,Rarely,Sales,1,3,Medical,M,"Sales Executive",D,4037,1,0,9,9,1,3,4,Long-Term,Medium
621,35,0,Rarely,"Research & Development",27,1,Medical,F,"Research Scientist",S,2559,1,0,6,6,1,2,2,Medium-Term,Low
622,36,0,Rarely,Sales,1,2,"Life Sciences",M,"Sales Executive",M,6201,1,1,18,18,4,2,3,Long-Term,Medium
623,32,0,Rarely,Sales,13,4,"Life Sciences",M,"Sales Executive",D,4403,2,0,8,5,4,2,3,Medium-Term,Medium
624,30,0,Frequently,"Research & Development",5,4,"Life Sciences",M,"Research Scientist",D,3761,9,0,10,5,4,2,2,Medium-Term,Medium
625,53,0,Rarely,Sales,7,2,Marketing,F,"Sales Executive",M,10934,7,1,35,5,4,3,2,Medium-Term,High
